,0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,A.1 Total Costs,A.1_Expected Number of Deaths,A.2 Total Costs,A.2_Expected Number of Deaths,A.3 Total Costs,A.3_Expected Number of Deaths,A.4 Total Costs,A.4_Expected Number of Deaths,A.5 Total Costs,A.5_Expected Number of Deaths,RfR Total Costs,Expected Evacuation Costs
0,0,0,0,0,1,0,1,1,1,1,1,1,0,0,1,3,4,5,7,0,1,4,5,0,5,3,0,0,2,1,0,201783459.3101869,0.0,98226273.98319477,0.0002533273303459105,62865075.42438113,0.0,8453407.696608048,0.0,566816725.5949991,0.02402321101563928,929600000.0,17648.446635987166
1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,3,5,5,6,4,5,0,3,2,2,4,0,3,8,0,0,202782665.06692177,0.0,121314835.77466118,0.0,74939991.39165352,0.0,19841813.63864877,1.4386127058947698e-05,103580764.24268216,0.0028189990403131113,273100000.0,1685.9107890424607
2,1,1,0,1,0,1,0,0,1,1,1,1,0,0,0,3,0,0,2,0,1,1,5,0,2,4,0,1,7,2,0,37255203.23710208,0.0,93453314.54698242,0.0008415870640303746,55021520.85615872,0.0,16925244.491970196,0.0,86026027.40793219,0.0003487794879825284,999100000.0,618.8510515492264
3,1,1,0,0,0,0,1,0,1,1,1,1,1,0,0,0,1,2,4,0,1,0,0,2,6,4,5,2,7,2,0,124145628.13418332,0.0,50541853.7483158,0.005430031766914862,55749126.209561795,0.0,32277267.86924096,0.0,86043126.75046504,0.002914388064334956,850300000.0,0.0
4,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,3,2,1,0,7,4,3,2,2,0,2,1,2,8,0,1,72222705.9376919,0.0,210058510.34432134,0.0,45876507.22344398,0.0,27437779.21871267,0.0001410762382216605,88649858.9347709,0.0003756996973346851,666000000.0,410.8873968446254
5,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,4,3,7,0,1,4,2,6,5,4,5,0,0,7,2,7,117657018.40774402,0.0,149057047.10648212,0.00027234416835737323,104839363.0891209,0.0,11068771.68625446,0.0,262133082.72303146,0.006312282948332145,151900000.0,4511.304788510329
6,1,1,0,1,0,1,1,0,1,1,1,1,0,1,0,2,0,0,0,0,1,7,1,2,0,4,6,2,7,5,0,0.0,0.0,125508088.88060722,0.000757074420453363,43224599.14167526,0.0,34352284.70468299,0.0,97554132.68759066,0.00043715820965024345,1285900000.0,412.1374393158966
7,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,3,4,0,2,0,5,0,2,2,2,1,9,3,0,95213987.28559849,0.0,63044656.08020276,0.0089981005607081,55021520.85615872,0.0,27904607.56059756,0.0012220519757671524,94182724.21680857,0.0,879600000.0,0.0
8,0,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,6,6,5,0,7,2,10,2,7,4,0,3,9,1,0,215771944.13273668,0.0,138131895.6705282,0.004714163896684621,126451514.35854661,0.0,19603220.831128675,5.994219607894874e-05,86991916.17017467,0.0,473000000.0,0.0
9,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,3,0,3,2,1,1,0,1,3,5,1,1,3,10,1,1,83497824.69174261,0.0,82686033.56799752,0.0002628357493516419,78265241.8355712,0.0,50985543.75776274,0.0007538941194884809,129444924.00933665,0.0,303800000.0,1162.8609768374126
